Id,Section,Page,ItemType,Question,Option,Characteristic,Required,EnableWhen,HasHelper,HelperType,HelperName,HelperValue,
b0XZT0D2qZEOqdtrBxOf,My Heart,Operations,radio,Was this within the last 3 months?,No,patient_has_history-stents_or_angioplasty-not_within_last_3_months,TRUE,(patient_has_history-stents_or_angioplasty=true) AND(patient_has_problem-heart=true),FALSE,,,,
b0XZT0D2qZEOqdtrBxOf,My Heart,Operations,radio,Was this within the last 3 months?,Yes,patient_has_history-stents_or_angioplasty-within_last_3_months,TRUE,(patient_has_history-stents_or_angioplasty=true) AND(patient_has_problem-heart=true),FALSE,,,,
JYyzYJ3xfTFHfoongInd,My Heart,Operations,text-field,Which hospital was this done in? Enter any additional information:,,patients_stents_or_angioplasty_hospital,FALSE,(patient_has_history-stents_or_angioplasty=true) AND(patient_has_problem-heart=true),FALSE,,,,
YAi3o4dLfwm3ivaS5hxb,My Heart,Operations,radio,Have you had a heart transplant?,No,patient_has_no_history-heart_transplant,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Have you had a heart transplant?,https://api-bridge.azurewebsites.net/conditions/index.php?p=heart-transplant&index=1,
YAi3o4dLfwm3ivaS5hxb,My Heart,Operations,radio,Have you had a heart transplant?,Yes,patient_has_history-heart_transplant,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Have you had a heart transplant?,https://api-bridge.azurewebsites.net/conditions/index.php?p=heart-transplant&index=1,
vjQvrMYki6YD7V6lPn3L,My Heart,Arrhythmia,radio,Have you ever suffered from any heart palpitations  meaning an abnormal heart rhythm?,No,patient_has_no_history-heart_palpitations,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Have you ever suffered form any heart palpitations,meaning an abnormal heart rhythm?,https://api-bridge.azurewebsites.net/conditions/index.php?p=heart-palpitations&index=1
vjQvrMYki6YD7V6lPn3L,My Heart,Arrhythmia,radio,Have you ever suffered from any heart palpitations  meaning an abnormal heart rhythm?,Yes,patient_has_history-heart_palpitations,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Have you ever suffered form any heart palpitations,meaning an abnormal heart rhythm?,https://api-bridge.azurewebsites.net/conditions/index.php?p=heart-palpitations&index=1
98r37rsf4IpBJl9I0Bbp,My Heart,Arrhythmia,radio,Do you still have irregular heart rhythms?,No,patient_has_history-heart_palpitations-not_current,TRUE,(patient_has_history-heart_palpitations=true) AND(patient_has_problem-heart=true),FALSE,,,,
98r37rsf4IpBJl9I0Bbp,My Heart,Arrhythmia,radio,Do you still have irregular heart rhythms?,Yes,patient_has_history-heart_palpitations-current,TRUE,(patient_has_history-heart_palpitations=true) AND(patient_has_problem-heart=true),FALSE,,,,
B7v4WPs6FJVdVBk2XPyv,My Heart,Arrhythmia,radio,Do you have atrial fibrillation?,No,patient_has_no_condition-atrial_fibrillation,TRUE,(patient_has_history-heart_palpitations=true) AND(patient_has_problem-heart=true),TRUE,webLink,Atrial fibrillation,https://api-bridge.azurewebsites.net/conditions/index.php?p=atrial-fibrillation&index=1,
B7v4WPs6FJVdVBk2XPyv,My Heart,Arrhythmia,radio,Do you have atrial fibrillation?,Yes,patient_has_condition-atrial_fibrillation,TRUE,(patient_has_history-heart_palpitations=true) AND(patient_has_problem-heart=true),TRUE,webLink,Atrial fibrillation,https://api-bridge.azurewebsites.net/conditions/index.php?p=atrial-fibrillation&index=1,
om2PcLEDIhwlUHz6V9k7,My Heart,Arrhythmia,radio,Are you on an anticoagulant?,No,patient_has_no_medicine-anticoagulant,FALSE,(patient_has_condition-atrial_fibrillation=true) AND(patient_has_problem-heart=true),FALSE,,,,
om2PcLEDIhwlUHz6V9k7,My Heart,Arrhythmia,radio,Are you on an anticoagulant?,Yes,patient_has_medicine-anticoagulant,FALSE,(patient_has_condition-atrial_fibrillation=true) AND(patient_has_problem-heart=true),FALSE,,,,
DXYmu31W8mc4trvFioSM,My Heart,Arrhythmia,radio,Do you have a pacemaker fitted?,No,patient_has_no_pacemaker,TRUE,(patient_has_history-heart_palpitations=true) AND(patient_has_problem-heart=true),TRUE,webLink,Pacemaker,https://api-bridge.azurewebsites.net/conditions/index.php?p=pacemaker-implantation&index=1,
DXYmu31W8mc4trvFioSM,My Heart,Arrhythmia,radio,Do you have a pacemaker fitted?,Yes,patient_has_pacemaker,TRUE,(patient_has_history-heart_palpitations=true) AND(patient_has_problem-heart=true),TRUE,webLink,Pacemaker,https://api-bridge.azurewebsites.net/conditions/index.php?p=pacemaker-implantation&index=1,
kRZnmEul7voExYE2aLF1,My Heart,Arrhythmia,radio,Has it been checked in the last 3 months?,No,patient_has_pacemaker-not_checked_in_last_3_months,TRUE,(patient_has_pacemaker=true) AND(patient_has_problem-heart=true),FALSE,,,,
kRZnmEul7voExYE2aLF1,My Heart,Arrhythmia,radio,Has it been checked in the last 3 months?,Yes,patient_has_pacemaker-checked_in_last_3_months,TRUE,(patient_has_pacemaker=true) AND(patient_has_problem-heart=true),FALSE,,,,
PgXHOVJDISbcsUOUj76N,My Heart,Arrhythmia,radio,Do you have an implantable defibrillator fitted which can restart your heart if needed?,No,patient_has_no_implantable_defibrillator,TRUE,(patient_has_pacemaker=true) AND(patient_has_problem-heart=true),TRUE,contentBlock,Implantable defib,"<p>An implantable defibrillator is a small device which can treat people with dangerously abnormal heart rhythms.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.bhf.org.uk/informationsupport/treatments/implantable-cardioverter-defibrillator"">Click here for more information</a></p>""",
PgXHOVJDISbcsUOUj76N,My Heart,Arrhythmia,radio,Do you have an implantable defibrillator fitted which can restart your heart if needed?,Yes,patient_has_implantable_defibrillator,TRUE,(patient_has_pacemaker=true) AND(patient_has_problem-heart=true),TRUE,contentBlock,Implantable defib,"<p>An implantable defibrillator is a small device which can treat people with dangerously abnormal heart rhythms.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.bhf.org.uk/informationsupport/treatments/implantable-cardioverter-defibrillator"">Click here for more information</a></p>""",
71gFpRkm3CP8kAT1qdDp,My Heart,Heart Failure,radio,Have you ever suffered from heart failure?,No,patient_has_no_history-heart_failure,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Heart failure,https://api-bridge.azurewebsites.net/conditions/index.php?p=heart-failure&index=1,
71gFpRkm3CP8kAT1qdDp,My Heart,Heart Failure,radio,Have you ever suffered from heart failure?,Yes,patient_has_history-heart_failure,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Heart failure,https://api-bridge.azurewebsites.net/conditions/index.php?p=heart-failure&index=1,
71gFpRkm3CP8kAT1qdDp,My Heart,Heart Failure,radio,Have you ever suffered from heart failure?,Don't know,patient_has_history-heart_failure-unknown,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Heart failure,https://api-bridge.azurewebsites.net/conditions/index.php?p=heart-failure&index=1,
XT43v7uc360I0MxvlPFB,My Heart,Heart Failure,radio,Have you been in hospital with heart failure in the last year?,No,patient_has_history-heart_failure-not_hospitalised_in_last_year,TRUE,(patient_has_history-heart_failure=true) AND(patient_has_problem-heart=true),FALSE,,,,
XT43v7uc360I0MxvlPFB,My Heart,Heart Failure,radio,Have you been in hospital with heart failure in the last year?,Yes,patient_has_history-heart_failure-hospitalised_in_last_year,TRUE,(patient_has_history-heart_failure=true) AND(patient_has_problem-heart=true),FALSE,,,,
XT43v7uc360I0MxvlPFB,My Heart,Heart Failure,radio,Have you been in hospital with heart failure in the last year?,Don't know,patient_has_history-heart_failure-hospitalised_in_last_year-unsure,TRUE,(patient_has_history-heart_failure=true) AND(patient_has_problem-heart=true),FALSE,,,,
3JcAchp5eODqfmaQgwbt,My Heart,Heart Failure,radio,Do you get short of breath if you lie flat at night?,No,patient_has_no_problem-short_of_breath_when_lying_flat,TRUE,(patient_has_history-heart_failure=true) AND(patient_has_problem-heart=true),FALSE,,,,
3JcAchp5eODqfmaQgwbt,My Heart,Heart Failure,radio,Do you get short of breath if you lie flat at night?,Yes,patient_has_problem-short_of_breath_when_lying_flat,TRUE,(patient_has_history-heart_failure=true) AND(patient_has_problem-heart=true),FALSE,,,,
rgMdgisnoY9tc3xnqHBe,My Heart,Heart Failure,radio,How many pillows do you sleep with at night?,1 or 2,patient_sleeps-with_pillows-1_or_2,TRUE,(patient_has_history-heart_failure=true) AND(patient_has_problem-heart=true) AND(patient_has_problem-short_of_breath_when_lying_flat=true),FALSE,,,,
rgMdgisnoY9tc3xnqHBe,My Heart,Heart Failure,radio,How many pillows do you sleep with at night?,3 or more,patient_sleeps-with_pillows-3_or_more,TRUE,(patient_has_history-heart_failure=true) AND(patient_has_problem-heart=true) AND(patient_has_problem-short_of_breath_when_lying_flat=true),FALSE,,,,
rgMdgisnoY9tc3xnqHBe,My Heart,Heart Failure,radio,How many pillows do you sleep with at night?,I sleep in a chair,patient_sleeps-in_chair,TRUE,(patient_has_history-heart_failure=true) AND(patient_has_problem-heart=true) AND(patient_has_problem-short_of_breath_when_lying_flat=true),FALSE,,,,
asxHzVTrGCvGXwxEaPU5,My Heart,Cardiomyopathy,radio,Do you have a condition called cardiomyopathy where the heart muscle doesn't function properly?,No,patient_has_no_condition-cardiomyopathy,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Cardiomyopathy,https://api-bridge.azurewebsites.net/conditions/index.php?p=cardiomyopathy&index=1,
asxHzVTrGCvGXwxEaPU5,My Heart,Cardiomyopathy,radio,Do you have a condition called cardiomyopathy where the heart muscle doesn't function properly?,Yes,patient_has_condition-cardiomyopathy,TRUE,(patient_has_problem-heart=true),TRUE,webLink,Cardiomyopathy,https://api-bridge.azurewebsites.net/conditions/index.php?p=cardiomyopathy&index=1,
4worUDSIzT0I0aU5R61Q,My Heart,Cardiomyopathy,radio,Have you ever had problems with the valves in your heart?,No,patient_has_no_problem-heart_valve,TRUE,(patient_has_problem-heart=true),TRUE,contentBlock,Problems with heart valves,"<p>If one or more of your heart valves becomes damaged or diseased, it can affect the flow of blood through your heart.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.bhf.org.uk/heart-health/conditions/heart-valve-disease.aspx"">Click here for more information</a></p>""",
4worUDSIzT0I0aU5R61Q,My Heart,Cardiomyopathy,radio,Have you ever had problems with the valves in your heart?,Yes,patient_has_problem-heart_valve,TRUE,(patient_has_problem-heart=true),TRUE,contentBlock,Problems with heart valves,"<p>If one or more of your heart valves becomes damaged or diseased, it can affect the flow of blood through your heart.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.bhf.org.uk/heart-health/conditions/heart-valve-disease.aspx"">Click here for more information</a></p>""",
OWkZTbokI0XChPSff2K8,My Heart,Cardiomyopathy,radio,Have you ever had an infection of a valve in your heart (also known as endocarditis)?,No,patient_has_no_problem-heart_valve-endocarditis,TRUE,(patient_has_problem-heart_valve=true) AND(patient_has_problem-heart=true),TRUE,webLink,Endocarditis,https://api-bridge.azurewebsites.net/conditions/index.php?p=endocarditis&index=1,
OWkZTbokI0XChPSff2K8,My Heart,Cardiomyopathy,radio,Have you ever had an infection of a valve in your heart (also known as endocarditis)?,Yes,patient_has_problem-heart_valve-endocarditis,TRUE,(patient_has_problem-heart_valve=true) AND(patient_has_problem-heart=true),TRUE,webLink,Endocarditis,https://api-bridge.azurewebsites.net/conditions/index.php?p=endocarditis&index=1,
OWkZTbokI0XChPSff2K8,My Heart,Cardiomyopathy,radio,Have you ever had an infection of a valve in your heart (also known as endocarditis)?,Don't know,patient_has_problem-heart_valve-unsure_endocarditis,TRUE,(patient_has_problem-heart_valve=true) AND(patient_has_problem-heart=true),TRUE,webLink,Endocarditis,https://api-bridge.azurewebsites.net/conditions/index.php?p=endocarditis&index=1,
BdEZbQpb1l0FQowsIGe9,My Heart,Cardiomyopathy,radio,Are your heart valve problems because of rheumatic fever as a child?,No,patient_has_problem-heart_valve-not_rheumatic_fever,TRUE,(patient_has_problem-heart_valve=true) AND(patient_has_problem-heart=true),TRUE,webLink,Heart valve problems due to rheumatic fever,https://api-bridge.azurewebsites.net/conditions/index.php?p=rheumatic-fever&index=1,
BdEZbQpb1l0FQowsIGe9,My Heart,Cardiomyopathy,radio,Are your heart valve problems because of rheumatic fever as a child?,Yes,patient_has_problem-heart_valve-rheumatic_fever,TRUE,(patient_has_problem-heart_valve=true) AND(patient_has_problem-heart=true),TRUE,webLink,Heart valve problems due to rheumatic fever,https://api-bridge.azurewebsites.net/conditions/index.php?p=rheumatic-fever&index=1,
yNVnQN3PRoHLv6Oa5RIh,My Heart,Cardiomyopathy,radio,Have you had an operation to repair or replace any of your heart valves?,No,patient_has_no_history-heart_valve-repair_or_replace,TRUE,(patient_has_problem-heart_valve=true) AND(patient_has_problem-heart=true),TRUE,contentBlock,Heart Valve Repair or Replacement,"<p>There are two options for valve surgery: valve repair, and valve replacement.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.bhf.org.uk/informationsupport/treatments/valve-heart-surgery"">Click here for more information</a></p>""",
yNVnQN3PRoHLv6Oa5RIh,My Heart,Cardiomyopathy,radio,Have you had an operation to repair or replace any of your heart valves?,Yes,patient_had_procedure-heart_valve-repair_or_replace,TRUE,(patient_has_problem-heart_valve=true) AND(patient_has_problem-heart=true),TRUE,contentBlock,Heart Valve Repair or Replacement,"<p>There are two options for valve surgery: valve repair, and valve replacement.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.bhf.org.uk/informationsupport/treatments/valve-heart-surgery"">Click here for more information</a></p>""",
GcHbJhlL8I1aZ7hIjOcj,My Heart,Cardiomyopathy,text-field,Which hospital was this done in?,,patient_has_history-heart_valve_surgery-where,FALSE,(patient_had_procedure-heart_valve-repair_or_replace=true) AND(patient_has_problem-heart=true),FALSE,,,,
Ca1WdL6b2TmC7BlJzfxV,My Heart,Cardiomyopathy,radio,If a valve was replaced  what sort of heart valve do you have?,A metal one,patient_has-heart_valve-metal,TRUE,(patient_had_procedure-heart_valve-repair_or_replace=true) AND(patient_has_problem-heart=true),FALSE,,,,
Ca1WdL6b2TmC7BlJzfxV,My Heart,Cardiomyopathy,radio,If a valve was replaced  what sort of heart valve do you have?,A tissue one,patient_has-heart_valve-tissue,TRUE,(patient_had_procedure-heart_valve-repair_or_replace=true) AND(patient_has_problem-heart=true),FALSE,,,,
Ca1WdL6b2TmC7BlJzfxV,My Heart,Cardiomyopathy,radio,If a valve was replaced  what sort of heart valve do you have?,I don't know,patient_has-heart_valve-unknown,TRUE,(patient_had_procedure-heart_valve-repair_or_replace=true) AND(patient_has_problem-heart=true),FALSE,,,,
Ca1WdL6b2TmC7BlJzfxV,My Heart,Cardiomyopathy,radio,If a valve was replaced  what sort of heart valve do you have?,Repair only,patient_has-heart_valve-repair,TRUE,(patient_had_procedure-heart_valve-repair_or_replace=true) AND(patient_has_problem-heart=true),FALSE,,,,
qkK9lToO9i3CIuh7zJp4,My Heart,Cardiomyopathy,radio,Are you taking medicines to thin your blood?,No,patient_has_no_medicine-blood_thinner,FALSE,(patient_has-heart_valve-metal=true) AND(patient_has_problem-heart=true),FALSE,,,,
qkK9lToO9i3CIuh7zJp4,My Heart,Cardiomyopathy,radio,Are you taking medicines to thin your blood?,Yes,patient_has_medicine-blood_thinner,FALSE,(patient_has-heart_valve-metal=true) AND(patient_has_problem-heart=true),FALSE,,,,
hLAPUXBO2qeCdb3KPyi6,My Heart,Cardiomyopathy,radio,Are you taking warfarin?,No,patient_takes_no_medicines-warfarin,FALSE,(patient_has-heart_valve-metal=true) AND(patient_has_medicine-blood_thinner=true) AND(patient_has_problem-heart=true),FALSE,,,,
hLAPUXBO2qeCdb3KPyi6,My Heart,Cardiomyopathy,radio,Are you taking warfarin?,Yes,patient_takes_medicines-warfarin,FALSE,(patient_has-heart_valve-metal=true) AND(patient_has_medicine-blood_thinner=true) AND(patient_has_problem-heart=true),FALSE,,,,
E9zZLmSk5TA46OCnNKuY,My Heart,Cardiomyopathy,text-field,What is your INR target range?,,patients_inr-target_range,FALSE,(patient_has-heart_valve-metal=true) AND(patient_takes_medicines-warfarin=true) AND(patient_has_problem-heart=true),FALSE,,,,
neA2oEbXVd3jtQ8Hff4J,My Heart,Cardiomyopathy,radio,Is the valve working properly?,No,patient_has-heart_valve-not_working,TRUE,(patient_had_procedure-heart_valve-repair_or_replace=true) AND(patient_has_problem-heart=true),FALSE,,,,
neA2oEbXVd3jtQ8Hff4J,My Heart,Cardiomyopathy,radio,Is the valve working properly?,Yes,patient_has-heart_valve-working,TRUE,(patient_had_procedure-heart_valve-repair_or_replace=true) AND(patient_has_problem-heart=true),FALSE,,,,
JBqISvWfxoVpAN8CWQzg,My Heart,Blood Pressure,radio,Do you have any problems with or are you on any treatment for your blood pressure?,No,patient_has_no_problem-blood_pressure,TRUE,,TRUE,contentBlock,Problems with blood pressure,"<p>Blood pressure is the amount of force with which blood is being pumped around the body in the arteries.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-blood-pressure.aspx"">Click here for more information</a></p>""",
JBqISvWfxoVpAN8CWQzg,My Heart,Blood Pressure,radio,Do you have any problems with or are you on any treatment for your blood pressure?,Yes,patient_has_problem-blood_pressure,TRUE,,TRUE,contentBlock,Problems with blood pressure,"<p>Blood pressure is the amount of force with which blood is being pumped around the body in the arteries.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-blood-pressure.aspx"">Click here for more information</a></p>""",
K8Ao7BX3sH4jLuD4ftTK,My Heart,Blood Pressure,radio,Is the problem with your blood pressure that it is high or low?,Low,patient_has_problem-low_blood_pressure,TRUE,(patient_has_problem-blood_pressure=true),FALSE,,,,
K8Ao7BX3sH4jLuD4ftTK,My Heart,Blood Pressure,radio,Is the problem with your blood pressure that it is high or low?,High,patient_has_problem-high_blood_pressure,TRUE,(patient_has_problem-blood_pressure=true),FALSE,,,,
jFlSWGFzkzLn5XHdtVb7,My Heart,Blood Pressure,radio,Which of these options explains the cause of your low blood pressure?,A problem with my heart,patient_has_problem-low_blood_pressure-heart_problem,TRUE,(patient_has_problem-low_blood_pressure=true),TRUE,contentBlock,Low blood pressure,"<p>Low blood pressure is a reading of 90/60mmHg or less. It does not always cause symptoms, but you may need treatment if it does.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-low-blood-pressure-hypotension.aspx"">Click here for more information</a></p>""",
jFlSWGFzkzLn5XHdtVb7,My Heart,Blood Pressure,radio,Which of these options explains the cause of your low blood pressure?,A problem with my blood vessels,patient_has_problem-low_blood_pressure-blood_vessels,TRUE,(patient_has_problem-low_blood_pressure=true),TRUE,contentBlock,Low blood pressure,"<p>Low blood pressure is a reading of 90/60mmHg or less. It does not always cause symptoms, but you may need treatment if it does.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-low-blood-pressure-hypotension.aspx"">Click here for more information</a></p>""",
jFlSWGFzkzLn5XHdtVb7,My Heart,Blood Pressure,radio,Which of these options explains the cause of your low blood pressure?,Something to do with the medicines I am taking,patient_has_problem-low_blood_pressure-due_to_medicines,TRUE,(patient_has_problem-low_blood_pressure=true),TRUE,contentBlock,Low blood pressure,"<p>Low blood pressure is a reading of 90/60mmHg or less. It does not always cause symptoms, but you may need treatment if it does.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-low-blood-pressure-hypotension.aspx"">Click here for more information</a></p>""",
jFlSWGFzkzLn5XHdtVb7,My Heart,Blood Pressure,radio,Which of these options explains the cause of your low blood pressure?,Fainting attacks,patient_has_problem-low_blood_pressure-fainting_attacks,TRUE,(patient_has_problem-low_blood_pressure=true),TRUE,contentBlock,Low blood pressure,"<p>Low blood pressure is a reading of 90/60mmHg or less. It does not always cause symptoms, but you may need treatment if it does.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-low-blood-pressure-hypotension.aspx"">Click here for more information</a></p>""",
jFlSWGFzkzLn5XHdtVb7,My Heart,Blood Pressure,radio,Which of these options explains the cause of your low blood pressure?,It has been investigated but no problem found,patient_has_problem-low_blood_pressure-unknown_reason,TRUE,(patient_has_problem-low_blood_pressure=true),TRUE,contentBlock,Low blood pressure,"<p>Low blood pressure is a reading of 90/60mmHg or less. It does not always cause symptoms, but you may need treatment if it does.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-low-blood-pressure-hypotension.aspx"">Click here for more information</a></p>""",
jFlSWGFzkzLn5XHdtVb7,My Heart,Blood Pressure,radio,Which of these options explains the cause of your low blood pressure?,I always have low blood pressure,patient_has_problem-low_blood_pressure-always,TRUE,(patient_has_problem-low_blood_pressure=true),TRUE,contentBlock,Low blood pressure,"<p>Low blood pressure is a reading of 90/60mmHg or less. It does not always cause symptoms, but you may need treatment if it does.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-low-blood-pressure-hypotension.aspx"">Click here for more information</a></p>""",
jFlSWGFzkzLn5XHdtVb7,My Heart,Blood Pressure,radio,Which of these options explains the cause of your low blood pressure?,None of the above,patient_has_problem-low_blood_pressure-other_reason,TRUE,(patient_has_problem-low_blood_pressure=true),TRUE,contentBlock,Low blood pressure,"<p>Low blood pressure is a reading of 90/60mmHg or less. It does not always cause symptoms, but you may need treatment if it does.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/chq/Pages/what-is-low-blood-pressure-hypotension.aspx"">Click here for more information</a></p>""",
FvYWcjIHgD3n76fCg5Bu,My Heart,Blood Pressure,text-field,Why do you think you have low blood pressure?,,patients_low_blood_pressure,TRUE,(patient_has_problem-low_blood_pressure-other_reason=true) AND(patient_has_problem-low_blood_pressure=true),FALSE,,,,
nZrcpUoZVU8eyKnYvTRE,My Heart,Blood Pressure,radio,How long have you had high blood pressure for?,Less than one year,patient_has_problem-high_blood_pressure-less_than_1_year,TRUE,(patient_has_problem-high_blood_pressure=true),TRUE,webLink,High blood pressure,https://api-bridge.azurewebsites.net/conditions/index.php?p=high-blood-pressure-hypertension&index=1,
nZrcpUoZVU8eyKnYvTRE,My Heart,Blood Pressure,radio,How long have you had high blood pressure for?,Between one and five years,patient_has_problem-high_blood_pressure-1_to_5_years,TRUE,(patient_has_problem-high_blood_pressure=true),TRUE,webLink,High blood pressure,https://api-bridge.azurewebsites.net/conditions/index.php?p=high-blood-pressure-hypertension&index=1,
nZrcpUoZVU8eyKnYvTRE,My Heart,Blood Pressure,radio,How long have you had high blood pressure for?,More than 5 years,patient_has_problem-high_blood_pressure-more_than_5_years,TRUE,(patient_has_problem-high_blood_pressure=true),TRUE,webLink,High blood pressure,https://api-bridge.azurewebsites.net/conditions/index.php?p=high-blood-pressure-hypertension&index=1,
NBhpth3zzOyob3PDe9Tl,My Heart,Blood Pressure,radio,When was your blood pressure last checked?,Within the last year,patient_has_check-blood_pressure_within_last_year,TRUE,,FALSE,,,,
NBhpth3zzOyob3PDe9Tl,My Heart,Blood Pressure,radio,When was your blood pressure last checked?,More than a year ago,patient_has_check-blood_pressure_more_than_1_year,TRUE,,FALSE,,,,
dyTl8HsJJ1R9x3k3mj1N,My Heart,BP Measurement,radio,If you can remember your last blood pressure measurement  enter the systolic reading here. (This is the higher of the two numbers that is used).,Don't know,patient_has_blood_pressure-systolic-unknown,TRUE,,TRUE,contentBlock,Blood pressure measurement,"<p>If your blood pressure is &quot;140 over 90&quot; or 140/90mmHg, your systolic reading is &quot;140&quot; and your diastolic reading is &quot;90&quot;.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/common-health-questions/lifestyle/what-is-blood-pressure/"">Click here for more information about your blood pressure</a></p>""",
dyTl8HsJJ1R9x3k3mj1N,My Heart,BP Measurement,radio,If you can remember your last blood pressure measurement  enter the systolic reading here. (This is the higher of the two numbers that is used).,90,patient_has_blood_pressure-systolic-90,TRUE,,TRUE,contentBlock,Blood pressure measurement,"<p>If your blood pressure is &quot;140 over 90&quot; or 140/90mmHg, your systolic reading is &quot;140&quot; and your diastolic reading is &quot;90&quot;.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/common-health-questions/lifestyle/what-is-blood-pressure/"">Click here for more information about your blood pressure</a></p>""",
dyTl8HsJJ1R9x3k3mj1N,My Heart,BP Measurement,radio,If you can remember your last blood pressure measurement  enter the systolic reading here. (This is the higher of the two numbers that is used).,95,patient_has_blood_pressure-systolic-95,TRUE,,TRUE,contentBlock,Blood pressure measurement,"<p>If your blood pressure is &quot;140 over 90&quot; or 140/90mmHg, your systolic reading is &quot;140&quot; and your diastolic reading is &quot;90&quot;.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/common-health-questions/lifestyle/what-is-blood-pressure/"">Click here for more information about your blood pressure</a></p>""",
dyTl8HsJJ1R9x3k3mj1N,My Heart,BP Measurement,radio,If you can remember your last blood pressure measurement  enter the systolic reading here. (This is the higher of the two numbers that is used).,100,patient_has_blood_pressure-systolic-100,TRUE,,TRUE,contentBlock,Blood pressure measurement,"<p>If your blood pressure is &quot;140 over 90&quot; or 140/90mmHg, your systolic reading is &quot;140&quot; and your diastolic reading is &quot;90&quot;.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/common-health-questions/lifestyle/what-is-blood-pressure/"">Click here for more information about your blood pressure</a></p>""",
dyTl8HsJJ1R9x3k3mj1N,My Heart,BP Measurement,radio,If you can remember your last blood pressure measurement  enter the systolic reading here. (This is the higher of the two numbers that is used).,105,patient_has_blood_pressure-systolic-105,TRUE,,TRUE,contentBlock,Blood pressure measurement,"<p>If your blood pressure is &quot;140 over 90&quot; or 140/90mmHg, your systolic reading is &quot;140&quot; and your diastolic reading is &quot;90&quot;.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/common-health-questions/lifestyle/what-is-blood-pressure/"">Click here for more information about your blood pressure</a></p>""",
dyTl8HsJJ1R9x3k3mj1N,My Heart,BP Measurement,radio,If you can remember your last blood pressure measurement  enter the systolic reading here. (This is the higher of the two numbers that is used).,110,patient_has_blood_pressure-systolic-110,TRUE,,TRUE,contentBlock,Blood pressure measurement,"<p>If your blood pressure is &quot;140 over 90&quot; or 140/90mmHg, your systolic reading is &quot;140&quot; and your diastolic reading is &quot;90&quot;.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/common-health-questions/lifestyle/what-is-blood-pressure/"">Click here for more information about your blood pressure</a></p>""",
dyTl8HsJJ1R9x3k3mj1N,My Heart,BP Measurement,radio,If you can remember your last blood pressure measurement  enter the systolic reading here. (This is the higher of the two numbers that is used).,115,patient_has_blood_pressure-systolic-115,TRUE,,TRUE,contentBlock,Blood pressure measurement,"<p>If your blood pressure is &quot;140 over 90&quot; or 140/90mmHg, your systolic reading is &quot;140&quot; and your diastolic reading is &quot;90&quot;.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/common-health-questions/lifestyle/what-is-blood-pressure/"">Click here for more information about your blood pressure</a></p>""",
